gene	rho	pvalue	padj	program
EHD2	-0.21562503895894472	0.0	0.0	late_down
TIMM13	-0.21553704490401868	0.0	0.0	late_down
ACO1	-0.21542046930004152	0.0	0.0	late_down
RBM39	0.21528864297358857	0.0	0.0	late_up
FRMD6	-0.21515356048007378	0.0	0.0	late_down
IFI27L2	-0.21499853975800565	0.0	0.0	late_down
COMMD4	-0.21476724082727536	0.0	0.0	late_down
NDUFB7	-0.21469209448873977	0.0	0.0	late_down
TOB1	0.2146048233456356	0.0	0.0	late_up
HBA1	0.21424761055864902	0.0	0.0	late_up
IDI1	0.21423829317227425	0.0	0.0	late_up
TUBB2B	0.21411628154858806	0.0	0.0	late_up
PLEKHO1	-0.21405185591273274	0.0	0.0	late_down
RBM4	-0.21400043805429975	0.0	0.0	late_down
EFNA1	0.2137525036417457	0.0	0.0	late_up
APPL2	-0.21371499768731	0.0	0.0	late_down
TSPAN5	-0.21370287251354467	0.0	0.0	late_down
PSMB8	-0.21369911912363912	0.0	0.0	late_down
